Order_Id,Quantity,Item_Name,Item_Price,Choice_Description_1,Choice_Description_2,Choice_Description_3,Choice_Description_4,Choice_Description_5,Choice_Description_6,Choice_Description_7,Choice_Description_8,Choice_Description_9,Choice_Description_10,Item_price,Encoded_Item
1483,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,,11.17,21
1483,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Black Beans, Cheese, Sour Cream, Lettuce,,,,,,10.73,38
1483,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream,,,,,,,10.13,17
1483,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1483,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Guacamole,,,,,,,,,9.75,43
1483,1,Carnitas Bowl,10.83,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Lettuce,,,,,,10.83,11
1483,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Black Beans, Cheese, Sour Cream, Lettuce,,,,,,11.17,21
1483,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.73,38
1484,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream,,,,,,10.1,18
1485,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,,10.13,17
1485,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
1485,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1486,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Guacamole, Lettuce, Rice, Cheese, Sour Cream, Black Beans,,,,10.13,17
1486,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1487,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Fajita Vegetables,,,,,,,,10.13,17
1487,1,Chips,2.35,None,,,,,,,,,,2.35,23
1487,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1488,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.13,17
1488,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1489,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1489,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
1489,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1490,1,Chicken Salad,9.01,Fresh Tomato Salsa Mild, Black Beans,,,,,,,,,9.01,20
1490,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1491,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice,,,,,,,,10.1,18
1491,1,Chicken Salad,9.01,Fresh Tomato Salsa Mild, Black Beans, Cheese, Lettuce,,,,,,,9.01,20
1492,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.1,18
1492,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.21,44
1492,1,Chips,2.35,None,,,,,,,,,,2.35,23
1493,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1493,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.73,38
1494,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream,,,,,,10.46,39
1494,1,Canned Soda,1.33,Sprite,,,,,,,,,,1.33,9
1495,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Guacamole,,,,10.13,17
1496,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce,,,,,10.13,17
1497,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1497,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1498,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream,,,,,10.21,44
1498,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1499,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1499,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1499,1,Carnitas Salad Bowl,11.06,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,11.06,15
1500,1,Carnitas Salad,8.99,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream,,,,,8.99,14
1500,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,10.46,39
1501,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
1501,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1502,2,Steak Bowl,21.45,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,21.45,38
1503,1,Veggie Burrito,9.84,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,9.84,45
1503,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1504,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.13,12
1504,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1505,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1505,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.46,39
1506,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.1,18
1506,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1508,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.46,39
1508,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
1509,2,Chicken Burrito,20.2,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,,,,,,,20.2,18
1509,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1510,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Lettuce,,,,,,,10.1,18
1510,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1510,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1511,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,,,,,,10.1,18
1511,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
1511,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.1,18
1511,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1511,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,9.84,45
1512,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,,,,,10.13,17
1512,1,Steak Crispy Tacos,10.21,Roasted Chili Corn Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,,,,,10.21,40
1513,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,,10.1,18
1513,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
1514,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1514,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1514,2,Bottled Water,3.67,None,,,,,,,,,,3.67,6
1514,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1515,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1515,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese,,,,,9.85,2
1516,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,10.73,38
1516,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
1517,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
1517,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Lettuce,,,,,,11.17,21
1517,2,Chips and Guacamole,9.2,None,,,,,,,,,,9.2,25
1518,1,Carnitas Bowl,10.83,Fresh Tomato Salsa Mild, Fajita Veggies, Cheese, Sour Cream, Guacamole,,,,,,10.83,11
1518,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
1519,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
1520,1,Barbacoa Burrito,9.85,Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese,,,,,9.85,2
1520,1,Steak Soft Tacos,9.75,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,,,,,9.75,43
1521,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Pinto Beans, Guacamole, Lettuce,,,,,,11.17,21
1521,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Lettuce,,,,,,,,11.17,21
1522,1,Steak Burrito,10.46,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce,,,,,10.46,39
1522,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole,,,,,,11.17,21
1523,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1523,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1524,1,Carnitas Burrito,10.13,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream,,,,,,,10.13,12
1524,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1525,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.46,39
1525,1,6 Pack Soft Drink,6.61,Sprite,,,,,,,,,,6.61,0
1526,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.46,39
1526,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.73,38
1527,1,Barbacoa Burrito,9.85,TomatilloGreen Chili Salsa Medium, Rice, Cheese, Sour Cream,,,,,,,9.85,2
1527,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
1528,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa Medium, Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce,,,,10.13,17
1528,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,10.13,17
1529,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.85,2
1529,1,Carnitas Soft Tacos,9.4,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.4,16
1530,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1530,1,Chicken Crispy Tacos,10.05,Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream, Lettuce,,,,,,10.05,19
1530,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1531,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Cheese, Guacamole, Lettuce,,,,,,10.46,39
1531,1,Chips,2.35,None,,,,,,,,,,2.35,23
1532,1,Veggie Bowl,10.21,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,10.21,44
1532,1,Veggie Burrito,9.84,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,9.84,45
1533,1,Barbacoa Bowl,10.22,Fresh Tomato Mild, Lettuce, Rice, Cheese,,,,,,,10.22,1
1533,2,Chicken Burrito,20.2,Lettuce, Rice,,,,,,,,,20.2,18
1533,1,Chicken Burrito,10.1,Rice,,,,,,,,,,10.1,18
1533,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1533,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1534,1,Barbacoa Burrito,9.85,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole,,,,,9.85,2
1535,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,,,,,10.13,17
1535,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1536,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.1,18
1536,1,Chicken Soft Tacos,9.66,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,9.66,22
1537,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.46,39
1537,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.1,18
1537,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
1537,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1538,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.13,17
1538,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.13,17
1538,1,Chips,2.35,None,,,,,,,,,,2.35,23
1539,1,Steak Burrito,10.46,Fresh Tomato Salsa, Pinto Beans, Cheese, Sour Cream,,,,,,,10.46,39
1539,1,Steak Burrito,10.46,Fresh Tomato Salsa, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,,10.46,39
1540,2,Chicken Bowl,20.27,TomatilloRed Chili Salsa Hot, Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole,,,,20.27,17
1541,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Cheese, Lettuce,,,,,,10.1,18
1541,1,Nantucket Nectar,3.64,Peach Orange,,,,,,,,,,3.64,35
1541,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1541,1,Veggie Burrito,9.84,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,9.84,45
1542,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1542,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1543,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1543,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1544,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,,,,,10.1,18
1544,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce,,,,10.13,17
1545,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.1,18
1545,1,Chips,2.35,None,,,,,,,,,,2.35,23
1546,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Lettuce, Guacamole,,,,,10.73,38
1546,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1547,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Lettuce, Guacamole,,,,,10.1,18
1547,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.46,39
1547,1,Chicken Soft Tacos,9.66,Tomatillo Red Chili Salsa, Rice, Cheese,,,,,,,,9.66,22
1548,2,Steak Burrito,20.92,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,20.92,39
1549,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1549,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
1549,1,Chips,2.35,None,,,,,,,,,,2.35,23
1550,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.73,38
1550,2,Canned Soda,2.66,Mountain Dew,,,,,,,,,,2.66,9
1550,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1551,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,,,10.13,17
1551,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1552,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Cheese, Sour Cream,,,,,9.75,43
1552,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
1553,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Pinto Beans, Rice, Guacamole, Sour Cream, Cheese,,,,,10.46,39
1553,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1554,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1554,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
1554,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1554,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,10.21,44
1555,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,10.1,18
1555,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1556,2,Canned Soft Drink,2.94,Coke,,,,,,,,,,2.94,10
1556,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.1,18
1556,1,Carnitas Burrito,10.13,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.13,12
1557,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1557,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Rice, Pinto Beans, Cheese,,,,,,,10.46,39
1558,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Cheese,,,,,,,,,10.13,17
1558,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
1559,8,Side of Chips,14.72,None,,,,,,,,,,14.72,37
1559,2,Chicken Soft Tacos,19.32,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Lettuce,,,,,,19.32,22
1559,2,Veggie Soft Tacos,21.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Lettuce,,,,,,21.13,49
1559,2,Carnitas Crispy Tacos,22.27,Fresh Tomato Salsa Mild, Cheese, Lettuce,,,,,,,,22.27,13
1559,2,Chicken Crispy Tacos,20.09,Fresh Tomato Salsa Mild, Rice, Cheese, Sour Cream, Lettuce,,,,,,20.09,19
1560,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.13,17
1560,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
1561,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1561,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1562,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.1,18
1562,1,Canned Soda,1.33,Mountain Dew,,,,,,,,,,1.33,9
1562,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1563,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1563,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,9.75,43
1563,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1564,1,Barbacoa Burrito,9.85,Fresh Tomato Mild, Black Beans, Rice, Sour Cream, Cheese,,,,,,9.85,2
1564,1,Chicken Burrito,10.1,Fresh Tomato Mild, Black Beans, Rice, Sour Cream, Cheese,,,,,,10.1,18
1565,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1565,1,Chips and Roasted ChiliCorn Salsa,2.39,None,,,,,,,,,,2.39,28
1566,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1566,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1567,1,Chicken Bowl,10.13,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Guacamole, Lettuce,,,,,10.13,17
1568,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.46,39
1568,1,Steak Soft Tacos,9.75,TomatilloGreen Chili Salsa Medium, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.75,43
1569,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1569,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,9.84,45
1570,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.13,17
1570,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.1,18
1571,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole,,,,10.13,17
1571,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1572,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1572,2,Chicken Burrito,20.2,Tomatillo Red Chili Salsa, Cheese, Black Beans, Rice,,,,,,,20.2,18
1573,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Sour Cream, Cheese, Rice, Black Beans,,,,,,10.1,18
1573,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1574,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.13,17
1574,1,Chips,2.35,None,,,,,,,,,,2.35,23
1575,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies,,,,,,,10.73,38
1575,1,Canned Soda,1.33,Dr Pepper,,,,,,,,,,1.33,9
1576,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,,,,,,10.13,17
1576,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1577,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.13,17
1577,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce,,,,,10.13,17
1577,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,,,,,10.13,17
1577,2,Chips,4.7,None,,,,,,,,,,4.7,23
1578,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,,10.13,17
1578,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1578,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1578,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
1579,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
1579,1,Chips,2.35,None,,,,,,,,,,2.35,23
1579,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1580,1,Carnitas Soft Tacos,9.4,TomatilloRed Chili Salsa Hot, Cheese, Sour Cream, Lettuce,,,,,,,9.4,16
1580,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,,10.1,18
1580,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1581,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
1581,1,Chips,2.35,None,,,,,,,,,,2.35,23
1581,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1582,1,Steak Crispy Tacos,10.21,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.21,40
1582,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1583,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.1,18
1583,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
